Innings ID,Start Date,Day_Night,Team,Result,Home,Ground,Bat,Toss,Opposition,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,,,,,
12,17/02/1996,D,Netherlands,lost,0,Reliance Stadium,2,lost,New Zealand,N E Clarke,P E Cantrell,G J A Aponso,S W Lubbers,R P Lefebvre,T B M de Leede,K J van Noortwijk,M M C Schewe,B Zuiderent,E Gouka,P Bakker,,,,,
24,22/02/1996,D,Netherlands,lost,0,Arbab Niaz Stadium,2,lost,England,N E Clarke,P E Cantrell,T B M de Leede,S W Lubbers,K J van Noortwijk,B Zuiderent,R P Lefebvre,M M C Schewe,G J A Aponso,F Jansen,P Bakker,,,,,
36,26/02/1996,D,Netherlands,lost,0,Gaddafi Stadium,1,won,Pakistan,N E Clarke,P E Cantrell,T B M de Leede,K J van Noortwijk,G J A Aponso,R P Lefebvre,B Zuiderent,E Gouka,M M C Schewe,F Jansen,P Bakker,,,,,
50,1/3/1996,D,Netherlands,lost,0,Gaddafi Stadium,1,lost,United Arab Emirates,N E Clarke,P E Cantrell,G J A Aponso,T B M de Leede,K J van Noortwijk,S W Lubbers,R P Lefebvre,B Zuiderent,M M C Schewe,R F Van Oosterom,P Bakker,,,,,
58,5/3/1996,D,Netherlands,lost,0,Rawalpindi Cricket Stadium,2,lost,South Africa,N E Clarke,P E Cantrell,T B M de Leede,K J van Noortwijk,G J A Aponso,B Zuiderent,M M C Schewe,E Gouka,R F Van Oosterom,S W Lubbers,P Bakker,,,,,
