Innings ID,Start Date,Day_Night,Team,Result,Home,Ground,Bat,Toss,Opposition,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,,,,,
27,24/02/1996,D,Pakistan,won,1,Jinnah Stadium (Gujwranwala),2,won,United Arab Emirates,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Javed Miandad,Saleem Malik,Wasim Akram,Rashid Latif,Mushtaq Ahmed,Aaqib Javed,Waqar Younis,,,,,
35,26/02/1996,D,Pakistan,won,1,Gaddafi Stadium,2,lost,Netherlands,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Javed Miandad,Saleem Malik,Wasim Akram,Rashid Latif,Mushtaq Ahmed,Aaqib Javed,Waqar Younis,,,,,
46,29/02/1996,D,Pakistan,lost,1,National Stadium (Karachi),1,won,South Africa,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Saleem Malik,Wasim Akram,Rashid Latif,Ramiz Raja,Mushtaq Ahmed,Saqlain Mushtaq,Waqar Younis,,,,,
53,3/3/1996,D,Pakistan,won,1,National Stadium (Karachi),2,lost,England,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Javed Miandad,Saleem Malik,Wasim Akram,Rashid Latif,Mushtaq Ahmed,Waqar Younis,Aaqib Javed,,,,,
63,6/3/1996,D,Pakistan,won,1,Gaddafi Stadium,1,lost,New Zealand,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Javed Miandad,Saleem Malik,Wasim Akram,Rashid Latif,Waqar Younis,Mushtaq Ahmed,Aaqib Javed,,,,,
68,9/3/1996,DN,Pakistan,lost,0,M Chinnaswamy Stadium,2,lost,India,Aamir Sohail,Saeed Anwar,Ijaz Ahmed,Inzamam-ul-Haq,Saleem Malik,Javed Miandad,Rashid Latif,Mushtaq Ahmed,Waqar Younis,Ata-Ur-Rehman,Aaqib Javed,,,,,
