Player,Fielders_score
Basit Ali (PAK),13.626081679207921
Noor Ali Zadran (AFG),13.624909879207921
YS Chahal (INDIA),13.611178000000002
AR Patel (INDIA),13.5963382
JL Ontong (Afr/SA),13.572358879207922
PSP Handscomb (AUS),13.0948506
JS Foster (ENG),13.0664158
BN French (ENG),12.948888
Anil Dalpat (PAK),12.913894679207921
KJ Wadsworth (NZ),12.913823879207921
R Rampaul (WI),12.846898880000003
DW Fleming (AUS),12.841600479207921
HA Gomes (WI),12.83080767920792
AC Cummins (CAN/WI),12.827253200000003
JR Ratnayeke (SL),12.815859479207925
LRD Mendis (SL),12.797211800000003
IJL Trott (ENG),12.793093400000004
SP Narine (WI),12.788820800000003
Imran Farhat (PAK),12.770949879207922
HMRKB Herath (SL),12.769671200000003
Yasir Hameed (PAK),12.769020479207922
KOA Powell (WI),12.753515000000004
Asad Shafiq (PAK),12.745742000000003
JC Tredwell (ENG),12.734946800000003
C de Grandhomme (NZ),12.733256600000002
EAE Baptiste (WI),12.731901479207924
Mansoor Akhtar (PAK),12.724822079207923
Aamer Malik (PAK),12.723231679207922
R Powell (WI),12.700954400000002
A Dananjaya (SL),12.694239800000002
HH Kanitkar (INDIA),12.663858800000003
KL Rahul (INDIA),12.3008946
V Yadav (INDIA),12.1186498
DNT Zoysa (SL),11.995949400000002
Shahriar Nafees (BDESH),11.926338600000001
Mohsin Khan (PAK),11.922797400000002
Shoaib Mohammad (PAK),11.904905400000002
DBL Powell (WI),11.898912600000003
DA Gunawardene (SL),11.896377879207924
R McLaren (SA),11.894862400000001
RP Singh (INDIA),11.8881796
ALF de Mel (SL),11.886757479207922
MS Kasprowicz (AUS),11.875591800000002
BMAJ Mendis (SL),11.875569600000002
AL Phehlukwayo (SA),11.873633400000001
HK Olonga (ZIM),11.873559879207923
Nasir Jamshed (PAK),11.862389400000001
SM Katich (AUS),11.8582312
GM Turner (NZ),11.856962679207923
DS Smith (WI),11.8545314
HK Badani (INDIA),11.847263079207924
Aminul Islam (BDESH),11.843711679207923
UT Khawaja (AUS),11.841381000000002
AJ Hollioake (ENG),11.835867479207922
Mehidy Hasan Miraz (BDESH),11.826978800000001
JS Patel (NZ),11.82166
Mosaddek Hossain (BDESH),11.819286000000002
Farhad Reza (BDESH),11.817610800000002
RR Hendricks (SA),11.7895184
IR Bishop (WI),11.098285999999998
A Ratra (INDIA),11.081911679207922
CD Collymore (WI),11.072904079207921
RMH Binny (INDIA),11.0430112
WD Parnell (SA),11.036489200000002
Gulbadin Naib (AFG),11.031813799999998
BA Edgar (NZ),11.022503479207922
Mustafizur Rahman (BDESH),11.010041800000002
NA Foster (ENG),11.008300000000002
Imad Wasim (PAK),11.0066378
SG Law (AUS),11.004673000000002
Javed Omar (BDESH),11.002121800000003
MA Wood (ENG),10.998683200000002
C White (ENG),10.998223999999999
CN Evans (ZIM),10.996332079207923
MJ Horne (NZ),10.989115279207923
DE Bollinger (AUS),10.9868984
DA Marillier (ZIM),10.986702079207923
Hasan Ali (PAK),10.984954000000002
SF Mire (ZIM),10.98492467920792
MP Stoinis (AUS),10.983762800000001
J Mubarak (SL),10.979020000000002
JA Rennie (ZIM),10.977038479207923
MD Gunathilaka (SL),10.968944200000003
TM Head (AUS),10.9676506
KM Dabengwa (ZIM),10.960336879207922
PK Amre (INDIA),10.959193879207922
XM Marshall (USA/WI),10.959129679207923
J Dyson (AUS),10.94173647920792
AK Markram (SA),10.939573200000002
CA Ingram (SA),10.937732200000003
JWM Dalrymple (ENG),10.936450879207923
KSC de Silva (SL),10.935776800000003
JM Brearley (ENG),10.928767600000002
DA Reeve (ENG),10.9260678
T Maruma (ZIM),10.92295467920792
Shafiqullah (AFG),10.796099800000002
Mohammad Irfan (PAK),10.199813600000002
CB Mpofu (ZIM),10.19378307920792
MM Patel (INDIA),10.175190800000003
RJ Ratnayake (SL),10.163156279207923
CK Langeveldt (SA),10.159664400000002
P Kumar (INDIA),10.153048400000003
CPH Ramanayake (SL),10.141544279207924
AD Russell (WI),10.1387028
EA Brandes (ZIM),10.133760879207921
KM Jarvis (ZIM),10.128591200000002
AM Blignaut (ZIM),10.124804879207923
DR Pringle (ENG),10.124311400000003
A Zampa (AUS),10.119553200000002
CR Brathwaite (WI),10.1136564
CJ Anderson (NZ),10.108041479207923
RDB Croft (ENG),10.1051844
SM Patil (INDIA),10.103367800000004
JA Rudolph (Afr/SA),10.097746400000004
PN Kirsten (SA),10.093666079207924
Javed Ahmadi (AFG),10.093172679207921
MR Whitney (AUS),10.090655800000002
AC Botha (IRE),10.088888279207923
SB O'Connor (NZ),10.086472679207924
RL Chase (WI),10.085507600000003
Tahir Naqqash (PAK),10.084201079207924
DW Hookes (AUS),10.084040279207922
JM Parker (NZ),10.082429879207924
D Ganga (WI),10.076914679207924
PA Wallace (WI),10.069738679207925
BA Murphy (ZIM),10.067381279207925
RT Latham (NZ),10.065046400000004
L Balaji (INDIA),10.063769600000002
R Clarke (ENG),10.062190000000003
Sanwar Hossain (BDESH),10.057556279207924
AC Dale (AUS),10.0525476
RJ Nicol (NZ),10.052075000000002
TK Musakanda (ZIM),10.029401879207924
MN van Wyk (SA),9.925945679207922
Anamul Haque (BDESH),9.688328000000002
JN Gillespie (AUS),9.378827199999998
Tauseef Ahmed (PAK),9.27676507920792
SJ Harmison (ENG),9.2745184
CR Matthews (SA),9.270267
DK Lillee (AUS),9.2683746
Iftikhar Anjum (PAK),9.26103287920792
Arshad Khan (PAK),9.2390208
SB Doull (NZ),9.23553
SR Clark (AUS),9.231931200000002
BC Broad (ENG),9.230901399999999
Saleem Elahi (PAK),9.230543079207921
SD Anurasiri (SL),9.222245079207923
DS Mohanty (INDIA),9.219803679207923
Shabbir Ahmed (PAK),9.217005000000002
LH Ferguson (NZ),9.2098366
AC Waller (ZIM),9.208132800000001
M Kartik (INDIA),9.206211999999997
RK Chauhan (INDIA),9.19540267920792
DAS Gunaratne (SL),9.192363
R Lamba (INDIA),9.191770279207919
Fawad Alam (PAK),9.191717400000002
