Player,Fielders_score
G Fowler (ENG),5.55674
S Prasanna (SL),5.551
MRJ Veletta (AUS),5.5424
TBA May (AUS),5.537039999999999
MJ McClenaghan (NZ),5.5314
Shapoor Zadran (AFG),5.5312
Tushar Imran (BDESH),5.50734
IS Sodhi (NZ),5.5069
MAR Samarasekera (SL),5.4916
FH Edwards (WI),5.4905
AS Joseph (WI),5.4830000000000005
Imam-ul-Haq (PAK),5.4826
SR Patel (ENG),5.475999999999999
BW Hilfenhaus (AUS),5.4572
SM Ervine (ZIM),5.431
RJ Nicol (NZ),5.4277999999999995
Manjural Islam (BDESH),5.42734
LM Jongwe (ZIM),5.40754
Humayun Farhat (PAK),5.40434
N Pooran (WI),5.387899999999999
Mujeeb Ur Rahman (AFG),5.386799999999999
PT Collins (WI),5.36714
Sohaib Maqsood (PAK),5.366899999999999
VJ Marks (ENG),5.360499999999999
Mohammad Asif (Asia/PAK),5.3473999999999995
PJ Hughes (AUS),5.339499999999999
GS Blewett (AUS),5.330799999999999
AC Voges (AUS),5.3218
G Boycott (ENG),5.3217
JL Carter (WI),5.316839999999999
Nazmul Hossain (BDESH),5.315799999999999
PP Chawla (INDIA),5.3001000000000005
Abdur Rehman (PAK),5.256639999999999
DS de Silva (SL),5.255
L Ngidi (SA),5.2520999999999995
AI Kallicharran (WI),5.2494
Mohammad Wasim (PAK),5.2476400000000005
NM Coulter-Nile (AUS),5.2418
Hamid Hassan (AFG),5.241099999999999
BP Julian (AUS),5.231599999999999
WR James (ZIM),5.21994
SP Davis (AUS),5.21624
DG Cork (ENG),5.2105999999999995
AM de Silva (SL),5.1823
Enamul Haque (BDESH),5.180299999999999
GR Dilley (ENG),5.1713
CJ Tavare (ENG),5.170399999999999
UC Hathurusingha (SL),5.15154
MR Gillespie (NZ),5.150399999999999
MG Hughes (AUS),5.1461
Taskin Ahmed (BDESH),5.140499999999999
Al Sahariar (BDESH),5.136239999999999
Naimur Rahman (BDESH),5.136239999999999
NM Lyon (AUS),5.135399999999999
MG Burgess (NZ),5.13174
IG Butler (NZ),5.130599999999999
CJ Ferguson (AUS),5.125299999999999
HAPW Jayawardene (SL),5.110340000000001
S Randiv (SL),5.080299999999999
Hasibul Hossain (BDESH),5.079299999999999
N Pothas (SA),5.0753
JWA Taylor (ENG),5.075099999999999
RK Illingworth (ENG),5.06614
DT Christian (AUS),5.0603
Ihsanullah (AFG),5.04634
KMA Paul (WI),5.04634
Simi Singh (IRE),5.0397
PH Edmonds (ENG),5.029999999999999
KJ Abbott (SA),5.02124
RC Irani (ENG),5.0203
AW Greig (ENG),5.000699999999999
KW Richardson (AUS),4.985499999999999
T Thushara (SL),4.98534
AK Sharma (INDIA),4.979399999999999
Mohammad Mithun (BDESH),4.979299999999999
TK Musakanda (ZIM),4.97624
R Vinay Kumar (INDIA),4.9685999999999995
JW Hastings (AUS),4.9657
SB Smith (AUS),4.959999999999999
RJ Campbell (AUS),4.9544999999999995
TG Hogan (AUS),4.9407
HE van der Dussen (SA),4.9401
R Telemachus (SA),4.93594
VC Drakes (WI),4.92604
WK McCallan (IRE),4.92514
A Mishra (INDIA),4.924799999999999
DJ Callaghan (SA),4.9161399999999995
AH Omarshah (ZIM),4.90534
AIC Dodemaide (AUS),4.899699999999999
Ikram Alikhil (AFG),4.899040000000001
RN Lewis (WI),4.89544
MJR Rindel (SA),4.88554
Saleem Jaffar (PAK),4.880240000000001
PADLR Sandakan (SL),4.873799999999999
W Larkins (ENG),4.869199999999999
LS Pascoe (AUS),4.849399999999999
VD Philander (SA),4.8492999999999995
Mohammad Akram (PAK),4.829199999999999
AD Poynter (IRE),4.8208400000000005
KBJ Azad (INDIA),4.818899999999999
Aftab Alam (AFG),4.8187
EE Hemmings (ENG),4.8185
RS Sodhi (INDIA),4.815440000000001
Taufeeq Umar (PAK),4.8142
FA Rose (WI),4.8098
Arshad Ayub (INDIA),4.80024
M Vijay (INDIA),4.7947999999999995
RT Robinson (ENG),4.78494
DL Underwood (ENG),4.78494
SK Sharma (INDIA),4.775039999999999
TM Chappell (AUS),4.77054
TAM Siriwardana (SL),4.768599999999999
NC McGarrell (WI),4.76064
Sohrawordi Shuvo (BDESH),4.76064
EAR de Silva (SL),4.737499999999999
GI Allott (NZ),4.73464
DT Tiripano (ZIM),4.7036999999999995
PR Adams (SA),4.697699999999999
MK Pandey (INDIA),4.6934
GN Yallop (AUS),4.6783
Karim Sadiq (AFG),4.6699399999999995
PP Ojha (INDIA),4.6686
RJ Sidebottom (ENG),4.6591000000000005
CM Kuggeleijn (NZ),4.6383
SI de Saram (SL),4.6348400000000005
S Wettimuny (SL),4.634040000000001
SW Masakadza (ZIM),4.629
RP Burl (ZIM),4.628399999999999
DJ Capel (ENG),4.6183
MR Ramprakash (ENG),4.608199999999999
SS Iyer (INDIA),4.608199999999999
NB Mahwire (ZIM),4.60434
SR Gillespie (NZ),4.598699999999999
Yasir Shah (PAK),4.592599999999999
Sohag Gazi (BDESH),4.588899999999999
DM Wellham (AUS),4.58454
JP Bray (IRE),4.56874
JK Lever (ENG),4.5581
Manjural Islam Rana (BDESH),4.55494
JW Dernbach (ENG),4.5482
RD Robinson (AUS),4.54484
D Pretorius (SA),4.544
L Sivaramakrishnan (INDIA),4.53424
J Nyumbu (ZIM),4.53424
AG Huckle (ZIM),4.53424
TRO Payne (WI),4.53314
Sharjeel Khan (PAK),4.527799999999999
SR Thompson (IRE),4.5243400000000005
Mushfiqur Rahman (BDESH),4.506399999999999
Qasim Umar (PAK),4.50374
MJ Hoggard (ENG),4.5035
PKD Chase (IRE),4.49384
Atiq-uz-Zaman (PAK),4.49364
MV Nagamootoo (WI),4.4839400000000005
MM Sharma (INDIA),4.4826999999999995
JT Ball (ENG),4.4794
B Muzarabani (ZIM),4.47404
JF Reid (NZ),4.468999999999999
DH Brain (ZIM),4.4677999999999995
LR Williams (WI),4.4641399999999996
SMA Priyanjan (SL),4.456899999999999
G Miller (ENG),4.447799999999999
KCG Benjamin (WI),4.44354
CA Best (WI),4.43364
EO Simons (SA),4.42914
WM Darling (AUS),4.42374
AJ Pycroft (ZIM),4.42374
CT Mutombodzi (ZIM),4.4138399999999995
GS Ballance (ENG),4.406999999999999
JFM Morrison (NZ),4.367799999999999
JL Denly (ENG),4.3675999999999995
WW Davis (WI),4.357099999999999
CS Martin (NZ),4.3536399999999995
DE Bernard (WI),4.3536399999999995
A Kuruvilla (INDIA),4.353400000000001
NG Cowans (ENG),4.347799999999999
BA Williams (AUS),4.3370999999999995
TK Curran (ENG),4.332599999999999
Sikander Bakht (PAK),4.32314
NO Perry (WI),4.3231399999999995
RJ Harris (AUS),4.3133
D Langford-Smith (IRE),4.3132399999999995
BC Hollioake (ENG),4.3076
M Hendrick (ENG),4.3038
Mehrab Hossain (BDESH),4.3033399999999995
GN Edwards (NZ),4.302239999999999
P Willey (ENG),4.2971
Mehrab Hossain jnr (BDESH),4.2934399999999995
PA Emery (AUS),4.286440000000001
WIA Fernando (SL),4.2829999999999995
M Mbangwa (ZIM),4.27284
DR Brown (ENG/SCOT),4.2672
Sharafuddin Ashraf (AFG),4.258439999999999
FM Engineer (INDIA),4.25824
MH Dekker (ZIM),4.25304
BM Laird (AUS),4.25304
TS Chisoro (ZIM),4.2431399999999995
S Chattergoon (WI),4.2431399999999995
NG Jones (IRE),4.2332399999999994
T Duffin (ZIM),4.2256
Sadiq Mohammad (PAK),4.20364
MJ Mason (NZ),4.20274
T Shamsi (SA),4.2013
AH Gray (WI),4.1975
Enamul Haque jnr (BDESH),4.197299999999999
Umar Amin (PAK),4.196899999999999
DK Liyanage (SL),4.182939999999999
R Murray (ZIM),4.18
TL Best (WI),4.1759
Mominul Haque (BDESH),4.1751000000000005
MN Hart (NZ),4.173039999999999
Anwar Ali (PAK),4.1662
PN Webb (NZ),4.16604
JN Mohammed (WI),4.15784
AD Brown (ENG),4.1572
BV Vitori (ZIM),4.15334
AJ Traicos (ZIM),4.15244
RR Powar (INDIA),4.145
I Udana (SL),4.1419
MHN Walker (AUS),4.137099999999999
AN Petersen (SA),4.13264
KS Lokuarachchi (SL),4.13264
BS Sandhu (INDIA),4.13264
Faheem Ashraf (PAK),4.1314
MS Panesar (ENG),4.126399999999999
CL King (WI),4.12274
AD Mascarenhas (ENG),4.116499999999999
VJ Wells (ENG),4.112839999999999
Rashid Khan (PAK),4.1021
PVD Chameera (SL),4.096299999999999
PCR Tufnell (ENG),4.096299999999999
RMS Eranga (SL),4.0961
KIW Wijegunawardene (SL),4.09224
KWR Fletcher (ENG),4.08234
ASA Perera (SL),4.082339999999999
BG Rogers (ZIM),4.071599999999999
TP Kamungozi (ZIM),4.06254
AGD Wickremasinghe (SL),4.05914
TR Ambrose (ENG),4.0487
Y Venugopal Rao (INDIA),4.035299999999999
AP Kuiper (SA),4.03204
JM Vince (ENG),4.026199999999999
IM Chappell (AUS),4.017499999999999
B Wood (ENG),4.016299999999999
JJ Martin (INDIA),4.00234
CD Cumming (NZ),4.00234
DG Brownlie (NZ),4.00234
FA Allen (WI),4.00234
WP Masakadza (ZIM),4.001899999999999
Adnan Akmal (PAK),3.9981999999999998
WV Raman (INDIA),3.98714
Shahriar Hossain (BDESH),3.9854000000000003
Ijaz Faqih (PAK),3.98174
Minhajul Abedin (BDESH),3.98174
AM Phangiso (SA),3.9619400000000002
M Hayward (SA),3.9619400000000002
WW Daniel (WI),3.95204
Mohammad Nawaz (3) (PAK),3.9520399999999998
PWH de Silva (SL),3.9520399999999998
V Shankar (INDIA),3.9461999999999997
Harvinder Singh (INDIA),3.9455999999999998
Asif Iqbal (PAK),3.9255999999999993
DR Parry (WI),3.92234
AJ Ireland (ZIM),3.92154
Majid Khan (PAK),3.91704
S Ramesh (INDIA),3.91704
PW Gunaratne (SL),3.9116400000000002
RAP Nissanka (SL),3.9116400000000002
DM Benkenstein (SA),3.9116400000000002
DR Flynn (NZ),3.90174
IP Butchart (ZIM),3.90174
JC Archer (ENG),3.8956999999999997
SS Pathirana (SL),3.8950999999999993
WS Jayantha (SL),3.89184
AC Agar (AUS),3.8861999999999997
AD Gaekwad (INDIA),3.88194
MD Shanaka (SL),3.8708
SI Mahmood (ENG),3.8658
Mohsin Kamal (PAK),3.84154
BR Hartland (NZ),3.83164
GH Worker (NZ),3.8316399999999997
Mohammad Hussain (PAK),3.8316399999999997
Mohammad Saifuddin (BDESH),3.8304
Shabir Noori (AFG),3.8271399999999995
GR Viswanath (INDIA),3.8137
A McGrath (ENG),3.8063999999999996
CT Tremlett (ENG),3.7965
AO Malhotra (INDIA),3.7945
JTC Vaughan (NZ),3.78134
Nasir Jamal (AFG),3.7813399999999997
Asif Ali (PAK),3.7744999999999997
BB Chari (ZIM),3.7732399999999995
Wajahatullah Wasti (PAK),3.77144
B Warnapura (SL),3.7714399999999997
HK Bennett (NZ),3.771
SB Bangar (INDIA),3.7649999999999997
VA Holder (WI),3.76154
ST Gabriel (WI),3.7550999999999997
AJ McKay (NZ),3.7352999999999996
TCB Fernando (SL),3.73104
BT Foakes (ENG),3.7215
Shahid Nazir (PAK),3.72114
MK Tiwary (INDIA),3.6899999999999995
GB Troup (NZ),3.68074
Nurul Hasan (BDESH),3.6807
DAJ Bracewell (NZ),3.67624
Usman Shinwari (PAK),3.6642
BR Blair (NZ),3.6609399999999996
AM Bacher (SA),3.6609399999999996
Ziaur Rahman (BDESH),3.65644
Ata-ur-Rehman (PAK),3.64034
D Dasgupta (INDIA),3.63614
PJ Forrest (AUS),3.6349
SL Boock (NZ),3.6347
JN Maguire (AUS),3.62054
Shaheen Shah Afridi (PAK),3.6162
Arafat Sunny (BDESH),3.6133
AM Ellis (NZ),3.61064
Faisal Iqbal (PAK),3.61064
Azeem Hafeez (PAK),3.61064
Hammad Azam (PAK),3.6049999999999995
RE van der Merwe (NL/SA),3.60074
HR Bryan (WI),3.60074
GM Strydom (ZIM),3.6007399999999996
MR Adair (IRE),3.5953
MC Henriques (AUS),3.5948999999999995
KTGD Prasad (SL),3.5938999999999997
AFG Griffith (WI),3.5908399999999996
SE Findlay (WI),3.5908399999999996
RO Hurley (WI),3.5908399999999996
RJ Blakey (ENG),3.5906000000000002
S Venkataraghavan (INDIA),3.5844
TE Jesty (ENG),3.5841999999999996
Athar Ali Khan (BDESH),3.5699999999999994
JN Snape (ENG),3.5693999999999995
MD Moxon (ENG),3.5647999999999995
A Shahzad (ENG),3.5544999999999995
LE Bosman (Afr/SA),3.55044
PA Browne (WI),3.54934
RJ Kirtley (ENG),3.5446
DM Richards (WI),3.5445999999999995
RS Gavaskar (INDIA),3.5433999999999997
BF Hastings (NZ),3.5405399999999996
RS Higgins (ZIM),3.53604
RD Jackman (ENG),3.5339
BGK Walker (NZ),3.53064
RC Haynes (WI),3.5306399999999996
BS Bedi (INDIA),3.5233999999999996
MR Pydanna (WI),3.51574
SA Ankola (INDIA),3.5137
AC Dawson (SA),3.50014
Zahid Fazal (PAK),3.50014
OD Gibson (WI),3.4999
PA Hitchcock (NZ),3.48034
SC Joseph (WI),3.48034
PWA Mulder (SA),3.4803399999999995
RK Kleinveldt (SA),3.4803399999999995
PWE Rawson (ZIM),3.4803399999999995
RL Sanghvi (INDIA),3.4803399999999995
CEH Croft (WI),3.4747000000000003
RM Ellison (ENG),3.4744999999999995
JL Pattinson (AUS),3.4743
Danish Kaneria (PAK),3.4741
RD Brown (ZIM),3.47044
GJ Batty (ENG),3.4639999999999995
PDRL Perera (SL),3.4635999999999996
DW Headley (ENG),3.4549
MP Maynard (ENG),3.4539
KD Ghavri (INDIA),3.4535
JA Richardson (AUS),3.4492
SM Boland (AUS),3.4443999999999995
Hazratullah Zazai (AFG),3.4439999999999995
ND Hirwani (INDIA),3.43994
MW Priest (NZ),3.43994
DR Doshi (INDIA),3.4354400000000003
Usman Ghani (AFG),3.4354400000000003
Iqbal Qasim (PAK),3.4300400000000004
K Weeraratne (SL),3.4300400000000004
BD Julien (WI),3.4255400000000003
Sohail Khan (PAK),3.4246000000000003
M van Jaarsveld (SA),3.4244
AC Bedade (INDIA),3.42014
Jai P Yadav (INDIA),3.3934999999999995
J Arun Lal (INDIA),3.3933
PJ Martin (ENG),3.38964
SG Peall (ZIM),3.38964
RJW Topley (ENG),3.3850000000000002
PM Siddle (AUS),3.3838
MW Pringle (SA),3.37974
RB McCosker (AUS),3.3698400000000004
DR Gilbert (AUS),3.3698400000000004
Hafizur Rahman (BDESH),3.36874
STR Binny (INDIA),3.3686
ST Clarke (WI),3.3642
V Rathour (INDIA),3.3641999999999994
DL Amiss (ENG),3.3633999999999995
TR Gripper (ZIM),3.3599399999999995
GAHM Parkar (INDIA),3.3599399999999995
GJ Cosier (AUS),3.3599399999999995
RH Vance (NZ),3.3599399999999995
GD Campbell (AUS),3.3533
B Reddy (INDIA),3.3419
JL Langer (AUS),3.3342
GW Humpage (ENG),3.3318000000000003
SHU Karnain (SL),3.32944
Nafees Iqbal (BDESH),3.31954
KA Edwards (WI),3.31954
CA Young (IRE),3.31954
KH MacLeay (AUS),3.31954
GR Robertson (AUS),3.3096400000000004
KJ Arnott (ZIM),3.3096400000000004
CBRLS Kumara (SL),3.3096400000000004
M Zondeki (Afr/SA),3.3096400000000004
EJ Gray (NZ),3.30964
M Labuschagne (AUS),3.30964
PC Strydom (SA),3.30964
R Vijay Bharadwaj (INDIA),3.30514
JP Behrendorff (AUS),3.3042000000000002
Tareq Aziz (BDESH),3.29974
RC Fredericks (WI),3.2880000000000003
RB Reid (NZ),3.2848
AR Kapoor (INDIA),3.2734999999999994
D Elgar (SA),3.2728999999999995
MAWR Madurasinghe (SL),3.2633999999999994
PJW Allott (ENG),3.2539
MC Sorensen (IRE),3.2494400000000003
AR Khurasiya (INDIA),3.2494400000000003
Haroon Rasheed (PAK),3.2494400000000003
N Madziva (ZIM),3.2494400000000003
AP Devcich (NZ),3.2494400000000003
KC Brathwaite (WI),3.244
AA Mallett (AUS),3.23954
RM West (IRE),3.23954
KED Carroll (IRE),3.23954
RO Collinge (NZ),3.2393
Shamsur Rahman (BDESH),3.2279999999999998
Aizaz Cheema (PAK),3.2239
JW Wilson (NZ),3.2231999999999994
PE McEwan (NZ),3.20904
GD Barlow (ENG),3.2029999999999994
PJ Wiseman (NZ),3.19914
RO Hinds (WI),3.19914
SV Bahutule (INDIA),3.18924
J Anderson (IRE),3.18924
MF Kent (AUS),3.17934
GG Arnold (ENG),3.1731
A Turner (AUS),3.1689999999999996
PC de Silva (SL),3.1621999999999995
O Thomas (WI),3.1544
PW Jarvis (ENG),3.15424
SW Ambris (WI),3.14434
AB Barath (WI),3.1418
Nasir Ahmed (BDESH),3.1398400000000004
TN Madondo (ZIM),3.13894
Mushtaq Mohammad (PAK),3.1290400000000003
JJ van der Wath (SA),3.1290400000000003
GM Ewing (ZIM),3.12904
JP Crawley (ENG),3.1249
Rahat Ali (PAK),3.1231999999999998
SN Thakur (INDIA),3.1224000000000003
RB Kanhai (WI),3.11914
HR Walsh (USA/WI),3.1136999999999997
LHD Dilhara (SL),3.10124
MW Alleyne (ENG),3.0925
Hasan Raza (PAK),3.0886400000000003
AG Wharf (ENG),3.0886
Zahoor Elahi (PAK),3.0818
BJ McKechnie (NZ),3.0818
KEA Upashantha (SL),3.07874
RP de Groen (NZ),3.07874
RG Petrie (NZ),3.07874
LG Howell (NZ),3.07874
A Martin (WI),3.07424
JN Malan (SA),3.07424
NM Kulkarni (INDIA),3.0732999999999997
Al-Amin Hossain (BDESH),3.0723
Zulqarnain Haider (PAK),3.07064
HJ Howarth (NZ),3.0688400000000002
K Verreynne (SA),3.0688400000000002
JJ Esmeijer (NL),3.06884
V Razdan (INDIA),3.0589399999999998
DR Hadlee (NZ),3.0526999999999997
S Ranatunga (SL),3.0519
MDK Perera (SL),3.0422
G Dymock (AUS),3.03384
TM Dowlin (WI),3.01854
A Maregwede (ZIM),3.01854
GE Bradburn (NZ),3.01854
RJ Bright (AUS),3.01854
G Sharma (INDIA),3.01854
LG Rowe (WI),3.01854
HT Davis (NZ),3.01854
DS Kulkarni (INDIA),3.0119
DP Samaraweera (SL),3.00864
R Strydom (IRE),3.00864
SHA Rance (NZ),3.00864
ARM Opatha (SL),3.00864
T Kumaran (INDIA),3.00864
D Lloyd (ENG),3.00864
LJ Koen (SA),3.00864
FL Reifer (WI),3.00864
PJ Ingram (NZ),3.00864
MP Jarvis (ZIM),3.0082
Naved Latif (PAK),3.0021999999999998
HS Williams (SA),3.0015399999999994
TV Mufambisi (ZIM),2.99824
T Bavuma (SA),2.9866
Kabir Ali (ENG),2.9821999999999997
RB Simpson (AUS),2.9722999999999997
CA Lynn (AUS),2.9623999999999993
JDF Vandersay (SL),2.9614
A Nortje (SA),2.9583399999999997
GK Robertson (NZ),2.9583399999999997
RR Kulkarni (INDIA),2.9583399999999997
Shahid Saeed (PAK),2.9583399999999997
GA Paterson (ZIM),2.9583399999999997
D Mohammed (WI),2.9543
Yasir Arafat (PAK),2.9516999999999998
RD Woolley (AUS),2.95024
Khurram Manzoor (PAK),2.9484400000000006
CPS Chauhan (INDIA),2.9484400000000006
HP Rinke (ZIM),2.94494
ST Banerjee (INDIA),2.9425999999999997
SD Udal (ENG),2.9425999999999997
S Badrinath (INDIA),2.9419999999999993
NA Saini (INDIA),2.9418
Mohammad Zahid (PAK),2.9324999999999997
TG Shaw (SA),2.9322999999999997
UWMBCA Welegedara (SL),2.9322999999999997
KM Curran (ZIM),2.9122999999999997
Abid Ali (PAK),2.9118999999999997
ML Su'a (NZ),2.90804
PC Connell (IRE),2.90804
PA Jaques (AUS),2.9021999999999997
RA Woolmer (ENG),2.9021999999999997
Sajid Ali (PAK),2.9013999999999998
P Lever (ENG),2.8981399999999997
PLS Gamage (SL),2.8981399999999997
TD Astle (NZ),2.8981399999999997
Rumman Raees (PAK),2.8981399999999997
C Hemraj (WI),2.8981399999999997
MH Denness (ENG),2.8916999999999997
CI Dunusinghe (SL),2.89004
P Krishnamurthy (INDIA),2.89004
DA Stirling (NZ),2.8882400000000006
AJ Redmond (NZ),2.8882400000000006
CE Eksteen (SA),2.8882400000000006
Faisal Hossain (BDESH),2.8882400000000006
KK Ahmed (INDIA),2.8819999999999997
NV Radford (ENG),2.8817999999999993
KA Jamieson (NZ),2.8732999999999995
GSNFG Jayasuriya (SL),2.8714999999999997
JJ Krejza (AUS),2.8619999999999997
HF Gurney (ENG),2.8520999999999996
DE Malcolm (ENG),2.8520999999999996
MV Fleming (ENG),2.84784
KO Meth (ZIM),2.84784
RJ McCurdy (AUS),2.84784
SF Graf (AUS),2.84784
P Wilson (AUS),2.84784
RS Gabriel (WI),2.84784
CJ Adams (ENG),2.8419999999999996
VRV Singh (INDIA),2.841999999999999
MG Burmester (ZIM),2.8379399999999997
Najmul Hossain Shanto (BDESH),2.8379399999999997
RGCE Wijesuriya (SL),2.8379399999999997
JE Morris (ENG),2.8379399999999997
B Stanlake (AUS),2.8331
AS Wassan (INDIA),2.8312999999999997
DB Rundle (SA),2.82804
SD Jack (SA),2.82804
Shahid Mahboob (PAK),2.8217999999999996
SP Terry (IRE),2.8215999999999997
Bilawal Bhatti (PAK),2.8207999999999998
AJ Turner (AUS),2.8176999999999994
Bilal Asif (PAK),2.8122999999999996
JT Smuts (SA),2.8071999999999995
T Banton (ENG),2.8022
DJM Short (AUS),2.8013999999999997
Zakir Khan (PAK),2.79754
MF Malone (AUS),2.78764
IE O'Brien (NZ),2.78764
ML Cummins (WI),2.78764
PJK Mooney (IRE),2.78314
Faruk Ahmed (BDESH),2.7777399999999997
B Mavuta (ZIM),2.7777399999999997
TMK Mawoyo (ZIM),2.7777399999999997
JM Wiener (AUS),2.7777399999999997
Azhar Hossain (BDESH),2.7777399999999997
D Paterson (SA),2.7777399999999997
GRJ Roope (ENG),2.7777399999999997
ED Solkar (INDIA),2.7777399999999997
KF Semple (WI),2.7777399999999997
CP Senanayake (SL),2.7777399999999997
APB Tennekoon (SL),2.7678400000000005
Iftikhar Ahmed (PAK),2.7678400000000005
HM Goonatilleke (SL),2.7655399999999997
BE Young (AUS),2.7618
Nazimuddin (BDESH),2.7607999999999997
SA Jayasinghe (SL),2.75204
RG Hart (NZ),2.75204
KG Duers (ZIM),2.7516999999999996
Joginder Sharma (INDIA),2.7515
GA Lamb (ZIM),2.7512999999999996
SM Warnapura (SL),2.7506999999999997
AB Dinda (INDIA),2.7498999999999993
C Overton (ENG),2.7423999999999995
KHRK Fernando (SL),2.7412
KV Sharma (INDIA),2.7409999999999997
KDK Vithanage (SL),2.7314999999999996
G Cook (ENG),2.7314999999999996
BA King (WI),2.7313
LS Baker (WI),2.72744
A van der Merwe (IRE),2.72744
CAK Rajitha (SL),2.72744
C Zhuwao (ZIM),2.72744
DP Hyatt (WI),2.72744
R Ngarava (ZIM),2.72744
DT Mutendera (ZIM),2.72744
JA McCollum (IRE),2.72744
JA Burns (AUS),2.7214
AM Stuart (AUS),2.7175399999999996
Rizwan-uz-Zaman (PAK),2.7175399999999996
Azam Khan (PAK),2.7175399999999996
EH Hutchinson (USA),2.7175399999999996
KPJ Warnaweera (SL),2.7175399999999996
GD Lloyd (ENG),2.7175399999999996
LR Johnson (WI),2.7175399999999996
MW Douglas (NZ),2.7175399999999996
GRA de Silva (SL),2.7175399999999996
MJ Di Venuto (AUS),2.7164999999999995
IW Callen (AUS),2.7117
J Lewis (ENG),2.7116999999999996
CEL Stuart (WI),2.7026000000000003
AJ Tye (AUS),2.7017999999999995
Javed Qadeer (PAK),2.69184
RW Tolchard (ENG),2.69184
Mohammad Salim (BDESH),2.69184
RG Samuels (WI),2.6811999999999996
MKDI Amerasinghe (SL),2.6811999999999996
B Laughlin (AUS),2.6713
DJ Cullen (AUS),2.6713
Zafar Iqbal (PAK),2.66724
AMJ Hilditch (AUS),2.66724
DL Maddy (ENG),2.66724
Saadat Ali (PAK),2.66724
MJ Bennett (AUS),2.66724
VR Aaron (INDIA),2.6605999999999996
BE Hendricks (SA),2.65734
Sarandeep Singh (INDIA),2.65734
GJ Gilmour (AUS),2.65734
R Shepherd (WI),2.65734
Raees Ahmadzai (AFG),2.65734
IR Redpath (AUS),2.65734
SS Tiwary (INDIA),2.6519
PL Harris (SA),2.6519
TS Nethula (NZ),2.6511
JA Snow (ENG),2.6508999999999996
B Yograj Singh (INDIA),2.6506999999999996
BB Sran (INDIA),2.6415999999999995
Naveen-ul-Haq (AFG),2.6414
Abul Hasan (BDESH),2.6411999999999995
MA Carberry (ENG),2.641
Kabir Khan (PAK),2.6403999999999996
AK Patel (INDIA),2.6209999999999996
ML Lewis (AUS),2.6209999999999996
Naved Anjum (PAK),2.61694
Asif Masood (PAK),2.6124400000000003
GB Stevenson (ENG),2.6111
AG Hurst (AUS),2.6070400000000005
Gazi Ashraf (BDESH),2.6070400000000005
EZ Matambanadzo (ZIM),2.6070400000000005
NS Yadav (INDIA),2.6070400000000005
NMK Smith (ENG),2.6070400000000005
Manzoor Akhtar (PAK),2.6070400000000005
KA Hope (WI),2.6070400000000005
MD Bell (NZ),2.6070400000000005
RJ Kennedy (NZ),2.6070400000000005
V Permaul (WI),2.6070400000000005
S Samarawickrama (SL),2.6070400000000005
RE Bryson (SA),2.6070400000000005
Jalal-ud-Din (PAK),2.6070400000000005
ACI Lock (ZIM),2.6070400000000005
BP Patel (INDIA),2.5995999999999997
Saeed Azad (PAK),2.59714
Fareed Ahmad (AFG),2.59714
LS Rajput (INDIA),2.59714
PS Vaidya (INDIA),2.59714
JC Gamage (SL),2.59714
J Cameron-Dow (IRE),2.59714
Abdur Rauf (PAK),2.59714
HD Rutherford (NZ),2.59714
MC Mendis (SL),2.5971399999999996
Mohammad Naim (BDESH),2.5971399999999996
JK Moss (AUS),2.5971399999999996
EA Essop-Adam (ZIM),2.5971399999999996
AM Salvi (INDIA),2.5909
Mohammad Sharif (BDESH),2.5898999999999996
MP Bicknell (ENG),2.5896999999999997
KA Maharaj (SA),2.5805999999999996
BP Nash (WI),2.5801999999999996
NGB Cook (ENG),2.5747400000000003
D Gamage (SL),2.5711
Nazmul Islam (BDESH),2.5703
Taijul Islam (BDESH),2.5649999999999995
CB Lambert (USA/WI),2.5621400000000003
S Sriram (INDIA),2.5599999999999996
JJC Lawson (WI),2.55674
SCG MacGill (AUS),2.5563
Hasan Jamil (PAK),2.5522400000000003
MHW Papps (NZ),2.5522400000000003
A Mithun (INDIA),2.5511
GJ Crocker (ZIM),2.5468400000000004
Saleem Altaf (PAK),2.5468400000000004
TS Kamunhukamwe (ZIM),2.5468400000000004
MS Chapman (HKG/NZ),2.5468400000000004
N M'shangwe (ZIM),2.5468400000000004
Talha Jubair (BDESH),2.5468400000000004
R Dhanraj (WI),2.5468400000000004
JG Heron (ZIM),2.5468400000000004
BM Wheeler (NZ),2.5468400000000004
MJ Fourie (IRE),2.5468400000000004
CP Tremain (AUS),2.5414000000000003
R Sharma (INDIA),2.5414000000000003
Yamin Ahmadzai (AFG),2.5404
W Mwayenga (ZIM),2.53694
Morshed Ali Khan (BDESH),2.53694
PG Coman (NZ),2.53694
Mohammad Khalil (PAK),2.53694
Pervez Mir (PAK),2.53694
DS Weerakkody (SL),2.53694
Fahim Muntasir (BDESH),2.53694
VR Brown (NZ),2.53694
BCJ Cutting (AUS),2.5313000000000003
BOP Fernando (SL),2.5305
RJ Bailey (ENG),2.5212
Mosharraf Hossain (BDESH),2.5208
Mohammad Hasnain (PAK),2.5208
JV Paranjpe (INDIA),2.5101
BE Congdon (NZ),2.5019400000000003
Shafiuddin Ahmed (BDESH),2.49654
G Onions (ENG),2.4909
S Mahmood (ENG),2.4909
CT Mumba (ZIM),2.4866400000000004
B Yardley (AUS),2.4866400000000004
Khalid Latif (PAK),2.4866400000000004
GE Kidd (IRE),2.4866400000000004
