Result,p1,pp1,p2,pp2,p3,pp3,p4,pp4,p5,pp5,p6,pp6,p7,pp7,p8,pp8,p9,pp9,p10,pp10,p11,pp11
won,JJ Roy,JJ Roy1,MM Ali,MM Ali2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JM Bairstow,JM Bairstow5,JC Buttler,JC Buttler6,AD Hales,AD Hales7,CR Woakes,CR Woakes8,DJ Willey,DJ Willey9,AU Rashid,AU Rashid10,LE Plunkett,LE Plunkett11
won,JJ Roy,JJ Roy1,JM Vince,JM Vince2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JM Bairstow,JM Bairstow5,JC Buttler,JC Buttler6,CR Woakes,CR Woakes7,LE Plunkett,LE Plunkett8,CJ Jordan,CJ Jordan9,DJ Willey,DJ Willey10,AU Rashid,AU Rashid11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,JC Buttler,JC Buttler4,EJG Morgan,EJG Morgan5,BA Stokes,BA Stokes6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JM Bairstow,JM Bairstow6,MM Ali,MM Ali7,DJ Willey,DJ Willey8,LE Plunkett,LE Plunkett9,AU Rashid,AU Rashid10,CJ Jordan,CJ Jordan11
lost,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JM Bairstow,JM Bairstow6,LA Dawson,LA Dawson7,CR Woakes,CR Woakes8,DJ Willey,DJ Willey9,CJ Jordan,CJ Jordan10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,JM Vince,JM Vince2,BM Duckett,BM Duckett3,JM Bairstow,JM Bairstow4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,DJ Willey,DJ Willey9,AU Rashid,AU Rashid10,JT Ball,JT Ball11
lost,JJ Roy,JJ Roy1,JM Vince,JM Vince2,BM Duckett,BM Duckett3,JM Bairstow,JM Bairstow4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,DJ Willey,DJ Willey10,JT Ball,JT Ball11
won,JM Vince,JM Vince1,SW Billings,SW Billings2,BM Duckett,BM Duckett3,JM Bairstow,JM Bairstow4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,JT Ball,JT Ball11
lost,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JC Buttler,JC Buttler5,BA Stokes,BA Stokes6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,DJ Willey,DJ Willey9,AU Rashid,AU Rashid10,JT Ball,JT Ball11
lost,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,LE Plunkett,LE Plunkett9,DJ Willey,DJ Willey10,JT Ball,JT Ball11
won,JJ Roy,JJ Roy1,SW Billings,SW Billings2,JM Bairstow,JM Bairstow3,EJG Morgan,EJG Morgan4,JC Buttler,JC Buttler5,BA Stokes,BA Stokes6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,LE Plunkett,LE Plunkett9,DJ Willey,DJ Willey10,JT Ball,JT Ball11
won,JJ Roy,JJ Roy1,SW Billings,SW Billings2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JC Buttler,JC Buttler5,BA Stokes,BA Stokes6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,ST Finn,ST Finn11
won,JJ Roy,JJ Roy1,SW Billings,SW Billings2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,ST Finn,ST Finn11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,JC Buttler,JC Buttler4,EJG Morgan,EJG Morgan5,BA Stokes,BA Stokes6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,LE Plunkett,LE Plunkett9,AU Rashid,AU Rashid10,ST Finn,ST Finn11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JM Bairstow,JM Bairstow5,SW Billings,SW Billings6,AU Rashid,AU Rashid7,DJ Willey,DJ Willey8,LE Plunkett,LE Plunkett9,JT Ball,JT Ball10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JM Bairstow,JM Bairstow5,SW Billings,SW Billings6,AU Rashid,AU Rashid7,DJ Willey,DJ Willey8,LE Plunkett,LE Plunkett9,JT Ball,JT Ball10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,AU Rashid,AU Rashid9,LE Plunkett,LE Plunkett10,MA Wood,MA Wood11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,AU Rashid,AU Rashid8,LE Plunkett,LE Plunkett9,MA Wood,MA Wood10,JT Ball,JT Ball11
lost,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,JM Bairstow,JM Bairstow5,JC Buttler,JC Buttler6,AU Rashid,AU Rashid7,DJ Willey,DJ Willey8,TS Roland-Jones,TS Roland-Jones9,JT Ball,JT Ball10,ST Finn,ST Finn11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,CR Woakes,CR Woakes8,LE Plunkett,LE Plunkett9,MA Wood,MA Wood10,JT Ball,JT Ball11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,AU Rashid,AU Rashid8,LE Plunkett,LE Plunkett9,MA Wood,MA Wood10,JT Ball,JT Ball11
won,JJ Roy,JJ Roy1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,AU Rashid,AU Rashid8,LE Plunkett,LE Plunkett9,MA Wood,MA Wood10,JT Ball,JT Ball11
lost,JM Bairstow,JM Bairstow1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,AU Rashid,AU Rashid8,LE Plunkett,LE Plunkett9,MA Wood,MA Wood10,JT Ball,JT Ball11
won,JM Bairstow,JM Bairstow1,AD Hales,AD Hales2,JE Root,JE Root3,EJG Morgan,EJG Morgan4,BA Stokes,BA Stokes5,JC Buttler,JC Buttler6,MM Ali,MM Ali7,AU Rashid,AU Rashid8,CR Woakes,CR Woakes9,DJ Willey,DJ Willey10,LE Plunkett,LE Plunkett11
